fname	PID	URL	タイトル	巻次	シリーズ	版表示	著者	出版者	出版年	出版年(W3CDTF)	ISBN	冊数（ページ数・大きさ）	NDC分類	NDC分類（第８版）	NDC分類（第９版）	NDLC分類	件名（NDLSH）	公開範囲
1046671_187_0.jpg	1046671	https://dl.ndl.go.jp/info:ndljp/pid/1046671	[茨城県立農事試験場]業務功程	昭和9年度			茨城県立農事試験場 編	茨城県立農事試験場	昭11至14	1939			610					インターネット公開（保護期間満了）
1046895_67_0.jpg	1046895	https://dl.ndl.go.jp/info:ndljp/pid/1046895	[岐阜県立農事試験場]業務功程	昭和10年度			岐阜県立農事試験場 編	岐阜県立農事試験場	昭12至13	1938			610					インターネット公開（保護期間満了）
1046895_71_1.jpg	1046895	https://dl.ndl.go.jp/info:ndljp/pid/1046895	[岐阜県立農事試験場]業務功程	昭和10年度			岐阜県立農事試験場 編	岐阜県立農事試験場	昭12至13	1938			610					インターネット公開（保護期間満了）
1046895_80_7.jpg	1046895	https://dl.ndl.go.jp/info:ndljp/pid/1046895	[岐阜県立農事試験場]業務功程	昭和10年度			岐阜県立農事試験場 編	岐阜県立農事試験場	昭12至13	1938			610					インターネット公開（保護期間満了）
1047117_10_1.jpg	1047117	https://dl.ndl.go.jp/info:ndljp/pid/1047117	[埼玉県茶業研究所]業務功程	昭和11年度			埼玉県茶業研究所 編	埼玉県茶業研究所	昭11至15	1940			619					インターネット公開（保護期間満了）
1047482_255_1.jpg	1047482	https://dl.ndl.go.jp/info:ndljp/pid/1047482	生化学提要			訂6版	柿内三郎 著	克誠堂書店	昭11	1936		334p ; 23cm	464					インターネット公開（保護期間満了）
1047631_68_1.jpg	1047631	https://dl.ndl.go.jp/info:ndljp/pid/1047631	台湾農業年報	昭和13年版			台湾総督府殖産局 編	台湾総督府殖産局	昭和13	1938			610					インターネット公開（保護期間満了）
1047848_8_0.jpg	1047848	https://dl.ndl.go.jp/info:ndljp/pid/1047848	台湾総督府中央研究所工業部報告	第125号			台湾総督府中央研究所 編	台湾総督府中央研究所	昭和8至10	1935			504					インターネット公開（保護期間満了）
1047848_8_1.jpg	1047848	https://dl.ndl.go.jp/info:ndljp/pid/1047848	台湾総督府中央研究所工業部報告	第125号			台湾総督府中央研究所 編	台湾総督府中央研究所	昭和8至10	1935			504					インターネット公開（保護期間満了）
1047912_411_0.jpg	1047912	https://dl.ndl.go.jp/info:ndljp/pid/1047912	中央畜産会登録報告簿	第16巻			中央畜産会 編	中央畜産会	昭和11	1936			640					インターネット公開（保護期間満了）
1047912_437_2.jpg	1047912	https://dl.ndl.go.jp/info:ndljp/pid/1047912	中央畜産会登録報告簿	第16巻			中央畜産会 編	中央畜産会	昭和11	1936			640					インターネット公開（保護期間満了）
1047917_140_0.jpg	1047917	https://dl.ndl.go.jp/info:ndljp/pid/1047917	調剤学	上巻			真保紀一 著	科学書院	昭和13	1938			499					インターネット公開（保護期間満了）
1048070_148_1.jpg	1048070	https://dl.ndl.go.jp/info:ndljp/pid/1048070	[奈良県立農事試験場]業務報告	昭和12年度			奈良県立農事試験場 編	奈良県立農事試験場	昭和14	1939			610					インターネット公開（保護期間満了）
1048291_124_2.jpg	1048291	https://dl.ndl.go.jp/info:ndljp/pid/1048291	[広島県立農事試験場]業務功程	昭和9年度			広島県立農事試験場 編	広島県立農事試験場	昭和12	1937			610					インターネット公開（保護期間満了）
1048292_59_7.jpg	1048292	https://dl.ndl.go.jp/info:ndljp/pid/1048292	[広島県立農事試験場]業務功程	昭和10年度			広島県立農事試験場 編	広島県立農事試験場	昭和13	1938			610					インターネット公開（保護期間満了）
1048294_16_5.jpg	1048294	https://dl.ndl.go.jp/info:ndljp/pid/1048294	[広島県立農事試験場]業務功程	昭和11年度			広島県立農事試験場 編	広島県立農事試験場	昭和14	1939			610					インターネット公開（保護期間満了）
1048411_62_2.jpg	1048411	https://dl.ndl.go.jp/info:ndljp/pid/1048411	三重県穀物検査報告	昭和10年度			三重県穀物検査所 編	三重県穀物検査所	昭和12	1937			615					インターネット公開（保護期間満了）
1048412_37_4.jpg	1048412	https://dl.ndl.go.jp/info:ndljp/pid/1048412	[三重県立農事試験場]業務報告	昭和11年度			三重県立農事試験場 編	三重県立農事試験場	昭和13	1938			610					インターネット公開（保護期間満了）
1048652_211_0.jpg	1048652	https://dl.ndl.go.jp/info:ndljp/pid/1048652	蘭領東印度地誌				大谷光瑞 著	有光社	昭15	1940		438p ; 20cm	292.4					インターネット公開（保護期間満了）
1048652_211_4.jpg	1048652	https://dl.ndl.go.jp/info:ndljp/pid/1048652	蘭領東印度地誌				大谷光瑞 著	有光社	昭15	1940		438p ; 20cm	292.4					インターネット公開（保護期間満了）
1048652_225_3.jpg	1048652	https://dl.ndl.go.jp/info:ndljp/pid/1048652	蘭領東印度地誌				大谷光瑞 著	有光社	昭15	1940		438p ; 20cm	292.4					インターネット公開（保護期間満了）
1048718_16_1.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_21_2.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_26_2.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_26_3.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_32_6.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_35_1.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_38_5.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_39_2.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048718_42_7.jpg	1048718	https://dl.ndl.go.jp/info:ndljp/pid/1048718	石川県蚕業試験場報告	第3号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1048721_9_0.jpg	1048721	https://dl.ndl.go.jp/info:ndljp/pid/1048721	石川県蚕業試験場報告	第4号			石川県蚕業試験場 編	石川県蚕業試験場	昭和2至5	1930			630					インターネット公開（保護期間満了）
1049164_14_1.jpg	1049164	https://dl.ndl.go.jp/info:ndljp/pid/1049164	京都帝国大学演習林報告	第4号 演習林氣象報告(第1回)			京都帝国大学農学部附属演習林 編	京都帝国大学農学部附属演習林	昭和5至8	1933			650					インターネット公開（保護期間満了）
1049164_78_2.jpg	1049164	https://dl.ndl.go.jp/info:ndljp/pid/1049164	京都帝国大学演習林報告	第4号 演習林氣象報告(第1回)			京都帝国大学農学部附属演習林 編	京都帝国大学農学部附属演習林	昭和5至8	1933			650					インターネット公開（保護期間満了）
1049375_124_0.jpg	1049375	https://dl.ndl.go.jp/info:ndljp/pid/1049375	膠質化学				箕作新六 著	山海堂出版部	昭和4	1929		241p ; 23cm	431					インターネット公開（保護期間満了）
1049375_50_0.jpg	1049375	https://dl.ndl.go.jp/info:ndljp/pid/1049375	膠質化学				箕作新六 著	山海堂出版部	昭和4	1929		241p ; 23cm	431					インターネット公開（保護期間満了）
1049436_86_0.jpg	1049436	https://dl.ndl.go.jp/info:ndljp/pid/1049436	埼玉県立農事試験場業務功程	昭和2年度			埼玉県立農事試験場 編	埼玉県立農事試験場	昭和3	1928			610					インターネット公開（保護期間満了）
1049439_103_0.jpg	1049439	https://dl.ndl.go.jp/info:ndljp/pid/1049439	埼玉県立農事試験場業務功程	昭和4年度			埼玉県立農事試験場 編	埼玉県立農事試験場	昭和5	1930			610					インターネット公開（保護期間満了）
1049450_5_1.jpg	1049450	https://dl.ndl.go.jp/info:ndljp/pid/1049450	[埼玉県茶業研究所]業務功程	昭和7年度			埼玉県茶業研究所 編	埼玉県茶業研究所	昭和9	1934			619					インターネット公開（保護期間満了）
1049450_5_3.jpg	1049450	https://dl.ndl.go.jp/info:ndljp/pid/1049450	[埼玉県茶業研究所]業務功程	昭和7年度			埼玉県茶業研究所 編	埼玉県茶業研究所	昭和9	1934			619					インターネット公開（保護期間満了）
1049451_24_5.jpg	1049451	https://dl.ndl.go.jp/info:ndljp/pid/1049451	[埼玉県茶業研究所]業務功程	昭和8年度			埼玉県茶業研究所 編	埼玉県茶業研究所	昭和10	1935			619					インターネット公開（保護期間満了）
1049503_28_3.jpg	1049503	https://dl.ndl.go.jp/info:ndljp/pid/1049503	[滋賀県立農事試験場]業務功程	大正14年度				滋賀県立農事試験場	昭和2	1927			610					インターネット公開（保護期間満了）
1049920_129_1.jpg	1049920	https://dl.ndl.go.jp/info:ndljp/pid/1049920	水産試験場報告	第2号 (報文番號13-23)			水産試験場 編	水産試験場	昭和5至10	1935			660					インターネット公開（保護期間満了）
1049920_93_2.jpg	1049920	https://dl.ndl.go.jp/info:ndljp/pid/1049920	水産試験場報告	第2号 (報文番號13-23)			水産試験場 編	水産試験場	昭和5至10	1935			660					インターネット公開（保護期間満了）
1049951_239_0.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_60_1.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_63_1.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_65_0.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_68_1.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_72_0.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_73_0.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_77_0.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_77_1.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049951_78_5.jpg	1049951	https://dl.ndl.go.jp/info:ndljp/pid/1049951	診療大観	第1巻(綜説編)			興学会医学部 編	興学会医学部	昭和10	1935		568p ; 25cm	492					インターネット公開（保護期間満了）
1049969_151_0.jpg	1049969	https://dl.ndl.go.jp/info:ndljp/pid/1049969	生化学提要	第2		4版	柿内三郎 著	克誠堂書店	昭和8	1933			464					インターネット公開（保護期間満了）
1049981_156_0.jpg	1049981	https://dl.ndl.go.jp/info:ndljp/pid/1049981	高等化学	前編			箕作新六 著	共立社書店	昭和8	1933		409, 21p ; 22cm	430					インターネット公開（保護期間満了）
1050071_4_0.jpg	1050071	https://dl.ndl.go.jp/info:ndljp/pid/1050071	全国公私試験研究機関試験研究項目要覧	第4号(昭和8年)			資源局 編	工業調査協会	昭和8	1933			061					インターネット公開（保護期間満了）
1050073_205_2.jpg	1050073	https://dl.ndl.go.jp/info:ndljp/pid/1050073	全国公私試験研究機関試験研究項目要覧	第5号(昭和10年)			資源局 編	工業調査協会	昭和10	1935			061					インターネット公開（保護期間満了）
1050113_343_3.jpg	1050113	https://dl.ndl.go.jp/info:ndljp/pid/1050113	中央畜産会登録報告簿	第10巻			中央畜産会 [編]	中央畜産会	昭和5	1930			640					インターネット公開（保護期間満了）
1050113_343_5.jpg	1050113	https://dl.ndl.go.jp/info:ndljp/pid/1050113	中央畜産会登録報告簿	第10巻			中央畜産会 [編]	中央畜産会	昭和5	1930			640					インターネット公開（保護期間満了）
1050154_69_0.jpg	1050154	https://dl.ndl.go.jp/info:ndljp/pid/1050154	台湾農業年報	昭和8年版			台湾総督府殖産局 編	台湾総督府殖産局	昭和9	1934			610					インターネット公開（保護期間満了）
1050154_69_1.jpg	1050154	https://dl.ndl.go.jp/info:ndljp/pid/1050154	台湾農業年報	昭和8年版			台湾総督府殖産局 編	台湾総督府殖産局	昭和9	1934			610					インターネット公開（保護期間満了）
1050423_23_5.jpg	1050423	https://dl.ndl.go.jp/info:ndljp/pid/1050423	鳥取県委託模範試験桑園成績報告				鳥取県蚕業試験場 [編]	鳥取県蚕業試験場	昭和2	1927		42p ; 26cm	633					インターネット公開（保護期間満了）
1050512_63_3.jpg	1050512	https://dl.ndl.go.jp/info:ndljp/pid/1050512	[新潟県農事試験場]事業報告	昭和4年度			新潟県農事試験場 編	新潟県農事試験場	昭和6	1931			610					インターネット公開（保護期間満了）
1051003_13_2.jpg	1051003	https://dl.ndl.go.jp/info:ndljp/pid/1051003	事業報告	昭和2年度			宮城県穀物検査所 編	宮城県穀物検査所	昭和4	1929			615					インターネット公開（保護期間満了）
1051483_153_0.jpg	1051483	https://dl.ndl.go.jp/info:ndljp/pid/1051483	化学平衡論		輓近化学叢書		箕作新六 著	共立社書店	昭和6	1931		427p ; 23cm	431					インターネット公開（保護期間満了）
1051483_165_0.jpg	1051483	https://dl.ndl.go.jp/info:ndljp/pid/1051483	化学平衡論		輓近化学叢書		箕作新六 著	共立社書店	昭和6	1931		427p ; 23cm	431					インターネット公開（保護期間満了）
1051483_165_1.jpg	1051483	https://dl.ndl.go.jp/info:ndljp/pid/1051483	化学平衡論		輓近化学叢書		箕作新六 著	共立社書店	昭和6	1931		427p ; 23cm	431					インターネット公開（保護期間満了）
1051677_133_1.jpg	1051677	https://dl.ndl.go.jp/info:ndljp/pid/1051677	臨床小児科学			訂9版	笠原道夫 著	日本医書出版	昭和22	1947		261p ; 19cm	493.9					インターネット公開（保護期間満了）
1051677_135_0.jpg	1051677	https://dl.ndl.go.jp/info:ndljp/pid/1051677	臨床小児科学			訂9版	笠原道夫 著	日本医書出版	昭和22	1947		261p ; 19cm	493.9					インターネット公開（保護期間満了）
1051677_135_4.jpg	1051677	https://dl.ndl.go.jp/info:ndljp/pid/1051677	臨床小児科学			訂9版	笠原道夫 著	日本医書出版	昭和22	1947		261p ; 19cm	493.9					インターネット公開（保護期間満了）
1055650_28_1.jpg	1055650	https://dl.ndl.go.jp/info:ndljp/pid/1055650	名古屋市勧業要覧	第13回(昭和2年)				名古屋市産業部勧業課	昭和4	1929		157, 11p ; 19cm	602.1					インターネット公開（保護期間満了）
1055650_50_2.jpg	1055650	https://dl.ndl.go.jp/info:ndljp/pid/1055650	名古屋市勧業要覧	第13回(昭和2年)				名古屋市産業部勧業課	昭和4	1929		157, 11p ; 19cm	602.1					インターネット公開（保護期間満了）
1055650_92_4.jpg	1055650	https://dl.ndl.go.jp/info:ndljp/pid/1055650	名古屋市勧業要覧	第13回(昭和2年)				名古屋市産業部勧業課	昭和4	1929		157, 11p ; 19cm	602.1					インターネット公開（保護期間満了）
1055650_92_5.jpg	1055650	https://dl.ndl.go.jp/info:ndljp/pid/1055650	名古屋市勧業要覧	第13回(昭和2年)				名古屋市産業部勧業課	昭和4	1929		157, 11p ; 19cm	602.1					インターネット公開（保護期間満了）
1055650_96_1.jpg	1055650	https://dl.ndl.go.jp/info:ndljp/pid/1055650	名古屋市勧業要覧	第13回(昭和2年)				名古屋市産業部勧業課	昭和4	1929		157, 11p ; 19cm	602.1					インターネット公開（保護期間満了）
1056088_179_0.jpg	1056088	https://dl.ndl.go.jp/info:ndljp/pid/1056088	海事読本			3版	畝川鎮夫 著	海事彙報社	昭和13	1938		409p ; 23cm	550					インターネット公開（保護期間満了）
1056237_22_0.jpg	1056237	https://dl.ndl.go.jp/info:ndljp/pid/1056237	和歌山市勧業統計要覧	昭和8年版				和歌山市	昭和8	1933		119p ; 18cm	605					インターネット公開（保護期間満了）
1056237_22_4.jpg	1056237	https://dl.ndl.go.jp/info:ndljp/pid/1056237	和歌山市勧業統計要覧	昭和8年版				和歌山市	昭和8	1933		119p ; 18cm	605					インターネット公開（保護期間満了）
1056320_76_0.jpg	1056320	https://dl.ndl.go.jp/info:ndljp/pid/1056320	生化学提要			第7版	柿内三郎 著	克誠堂書店	昭和13	1938		203p ; 23cm	464					インターネット公開（保護期間満了）
1058392_119_1.jpg	1058392	https://dl.ndl.go.jp/info:ndljp/pid/1058392	工業経営概論				大野巌 著	丸善出版	昭和22	1947		470p ; 21cm	509||509.5					インターネット公開（保護期間満了）
1058392_119_2.jpg	1058392	https://dl.ndl.go.jp/info:ndljp/pid/1058392	工業経営概論				大野巌 著	丸善出版	昭和22	1947		470p ; 21cm	509||509.5					インターネット公開（保護期間満了）
1058567_25_0.jpg	1058567	https://dl.ndl.go.jp/info:ndljp/pid/1058567	土工		実用土木叢書		東京工学研究会 編	鉄道図書局	昭和18	1943		94p ; 15cm	513||513.32					インターネット公開（保護期間満了）
1058981_110_1.jpg	1058981	https://dl.ndl.go.jp/info:ndljp/pid/1058981	換気煖房の計算必携			8版	中村達太郎 著	丸善出版	昭和23	1948		256p ; 17cm	528||528.2					インターネット公開（保護期間満了）
1059024_121_0.jpg	1059024	https://dl.ndl.go.jp/info:ndljp/pid/1059024	機械電気要覧				理工図書株式会社 編	理工図書	昭和23	1948		268p ; 15cm	530||530.36					インターネット公開（保護期間満了）
1059024_125_1.jpg	1059024	https://dl.ndl.go.jp/info:ndljp/pid/1059024	機械電気要覧				理工図書株式会社 編	理工図書	昭和23	1948		268p ; 15cm	530||530.36					インターネット公開（保護期間満了）
1059024_130_2.jpg	1059024	https://dl.ndl.go.jp/info:ndljp/pid/1059024	機械電気要覧				理工図書株式会社 編	理工図書	昭和23	1948		268p ; 15cm	530||530.36					インターネット公開（保護期間満了）
1059024_56_0.jpg	1059024	https://dl.ndl.go.jp/info:ndljp/pid/1059024	機械電気要覧				理工図書株式会社 編	理工図書	昭和23	1948		268p ; 15cm	530||530.36					インターネット公開（保護期間満了）
1059024_68_1.jpg	1059024	https://dl.ndl.go.jp/info:ndljp/pid/1059024	機械電気要覧				理工図書株式会社 編	理工図書	昭和23	1948		268p ; 15cm	530||530.36					インターネット公開（保護期間満了）
1059024_93_0.jpg	1059024	https://dl.ndl.go.jp/info:ndljp/pid/1059024	機械電気要覧				理工図書株式会社 編	理工図書	昭和23	1948		268p ; 15cm	530||530.36					インターネット公開（保護期間満了）
1059067_158_0.jpg	1059067	https://dl.ndl.go.jp/info:ndljp/pid/1059067	ネジ規格集 : 日本標準規格・臨時日本標準規格					日本規格協会	昭和22	1947		435p ; 21cm	531||531.44					インターネット公開（保護期間満了）
1059222_73_1.jpg	1059222	https://dl.ndl.go.jp/info:ndljp/pid/1059222	切削工具型録					原機械工具製作所	昭和17	1942		547p ; 22cm	532||532.6					インターネット公開（保護期間満了）
1059615_40_0.jpg	1059615	https://dl.ndl.go.jp/info:ndljp/pid/1059615	電気測定					電機学園	昭和22	1947		220p ; 19cm	541||541.5					インターネット公開（保護期間満了）
1060323_60_0.jpg	1060323	https://dl.ndl.go.jp/info:ndljp/pid/1060323	銅合金の常識				佐々木新太郎 著	金属社	昭和18	1943		174p ; 22cm	565||565.2					インターネット公開（保護期間満了）
1061171_107_0.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1061171_245_0.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1061171_246_0.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1061171_248_0.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1061171_248_2.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1061171_250_0.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1061171_263_1.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1061171_84_0.jpg	1061171	https://dl.ndl.go.jp/info:ndljp/pid/1061171	蘭印経済史				ファーニヴァル 著||南太平洋研究会 訳	実業之日本社	昭和17	1942		655p ; 22cm	332.2||332.24					インターネット公開（保護期間満了）
1063713_30_0.jpg	1063713	https://dl.ndl.go.jp/info:ndljp/pid/1063713	膠質化学			7版	箕作新六 著	山海堂出版部	昭和17	1942		234p ; 21cm	431||431.8					インターネット公開（保護期間満了）
1063713_49_0.jpg	1063713	https://dl.ndl.go.jp/info:ndljp/pid/1063713	膠質化学			7版	箕作新六 著	山海堂出版部	昭和17	1942		234p ; 21cm	431||431.8					インターネット公開（保護期間満了）
1063792_49_0.jpg	1063792	https://dl.ndl.go.jp/info:ndljp/pid/1063792	天体測量と三角測量				太田誠一郎 著	太田誠一郎	昭和17	1942		211p 肖像 ; 19cm	442||442.9					インターネット公開（保護期間満了）
1063913_75_2.jpg	1063913	https://dl.ndl.go.jp/info:ndljp/pid/1063913	海象時報	第3号	書誌 ; 第202号			水路局	昭和23	1948		49, 141p 表 ; 26cm	452					インターネット公開（保護期間満了）
1063913_77_2.jpg	1063913	https://dl.ndl.go.jp/info:ndljp/pid/1063913	海象時報	第3号	書誌 ; 第202号			水路局	昭和23	1948		49, 141p 表 ; 26cm	452					インターネット公開（保護期間満了）
1063913_92_0.jpg	1063913	https://dl.ndl.go.jp/info:ndljp/pid/1063913	海象時報	第3号	書誌 ; 第202号			水路局	昭和23	1948		49, 141p 表 ; 26cm	452					インターネット公開（保護期間満了）
1065049_77_1.jpg	1065049	https://dl.ndl.go.jp/info:ndljp/pid/1065049	日本輸出規格試薬 : 1405-1531 昭和23.10.1決定					日本規格協会	[昭和23]	1948		154p ; 22cm	574					インターネット公開（保護期間満了）
1065736_73_0.jpg	1065736	https://dl.ndl.go.jp/info:ndljp/pid/1065736	大東亜共栄圏資源図絵	第5輯 比律賓編			神奈川県商工経済会 編	神奈川県商工経済会	昭和16-19	1944			602.2||602.9					インターネット公開（保護期間満了）
1066286_14_1.jpg	1066286	https://dl.ndl.go.jp/info:ndljp/pid/1066286	主要作物所要労力に関する調査					広島県農会	昭和17	1942		24p ; 21cm	611||611.75					インターネット公開（保護期間満了）
1067145_18_2.jpg	1067145	https://dl.ndl.go.jp/info:ndljp/pid/1067145	柞蚕飼育要論		農事指導資料 ; 第13号			満洲国立農事試験場	康徳10	1943		128p ; 22cm	635||635.9					インターネット公開（保護期間満了）
1067180_75_2.jpg	1067180	https://dl.ndl.go.jp/info:ndljp/pid/1067180	家畜飼養		日本畜産学		海塩義男 著	共立出版	昭和18	1943		501p ; 22cm	643					インターネット公開（保護期間満了）
1067180_98_1.jpg	1067180	https://dl.ndl.go.jp/info:ndljp/pid/1067180	家畜飼養		日本畜産学		海塩義男 著	共立出版	昭和18	1943		501p ; 22cm	643					インターネット公開（保護期間満了）
1067252_421_3.jpg	1067252	https://dl.ndl.go.jp/info:ndljp/pid/1067252	登録報告簿	第18巻			日本ホルスタイン登録協会 編	全国農業会登録部	昭和23	1948		945p ; 21cm	645||645.2					インターネット公開（保護期間満了）
1067648_88_0.jpg	1067648	https://dl.ndl.go.jp/info:ndljp/pid/1067648	水産食糧問題参考資料	中巻 漁業･漁船				水産食糧問題協議会	昭和16-17	1941			661					インターネット公開（保護期間満了）
1068508_97_0.jpg	1068508	https://dl.ndl.go.jp/info:ndljp/pid/1068508	貨物運送規則同補則	昭和17年4月1日現行			鉄道省 編	大日本教化図書	昭和17	1942		193p ; 22cm	686||686.6					インターネット公開（保護期間満了）
1069885_17_0.jpg	1069885	https://dl.ndl.go.jp/info:ndljp/pid/1069885	岡山医科大学医学徒無医村派遣班事業報告				岡山医科大学愛媛県下無医村診療班 編	岡山医科大学学生課	昭和16	1941		62p ; 22cm	498					インターネット公開（保護期間満了）
1069885_17_1.jpg	1069885	https://dl.ndl.go.jp/info:ndljp/pid/1069885	岡山医科大学医学徒無医村派遣班事業報告				岡山医科大学愛媛県下無医村診療班 編	岡山医科大学学生課	昭和16	1941		62p ; 22cm	498					インターネット公開（保護期間満了）
1069885_31_1.jpg	1069885	https://dl.ndl.go.jp/info:ndljp/pid/1069885	岡山医科大学医学徒無医村派遣班事業報告				岡山医科大学愛媛県下無医村診療班 編	岡山医科大学学生課	昭和16	1941		62p ; 22cm	498					インターネット公開（保護期間満了）
1070330_99_2.jpg	1070330	https://dl.ndl.go.jp/info:ndljp/pid/1070330	佐世保市中央卸売市場年報	第4輯 昭和16年			佐世保市中央卸売市場 編	佐世保市中央卸売市場	昭和16-18	1943			675					インターネット公開（保護期間満了）
1070480_33_3.jpg	1070480	https://dl.ndl.go.jp/info:ndljp/pid/1070480	商品年鑑	昭和17年			国勢グラフ編輯部 編	国勢社	昭和16	1941		186p ; 14cm	674					インターネット公開（保護期間満了）
1070480_41_1.jpg	1070480	https://dl.ndl.go.jp/info:ndljp/pid/1070480	商品年鑑	昭和17年			国勢グラフ編輯部 編	国勢社	昭和16	1941		186p ; 14cm	674					インターネット公開（保護期間満了）
1070480_58_2.jpg	1070480	https://dl.ndl.go.jp/info:ndljp/pid/1070480	商品年鑑	昭和17年			国勢グラフ編輯部 編	国勢社	昭和16	1941		186p ; 14cm	674					インターネット公開（保護期間満了）
